address,c_b_no,Borough,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
236 BERRY STREET,301,BROOKLYN,40.687895,-74.014994,0.95,range_interpolation,236,Barry Rd,,,New York,NY,New York County,10004,US,TIGER/Line® dataset from the US Census Bureau
2361 CROTONA AVENUE,206,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2363 BEDFORD AVENUE,317,BROOKLYN,40.646063,-73.955599,0.9,range_interpolation,2363,Bedford Ave,,,Brooklyn,NY,Kings County,11226,US,TIGER/Line® dataset from the US Census Bureau
2366 BEDFORD AVENUE,314,BROOKLYN,40.64599,-73.955571,0.9,range_interpolation,2366,Bedford Ave,,,Brooklyn,NY,Kings County,11226,US,TIGER/Line® dataset from the US Census Bureau
237 HALSEY STREET,303,BROOKLYN,40.68229,-73.944868,0.9,range_interpolation,237,Halsey St,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
237 MCGUINNESS BOULEVARD,301,BROOKLYN,40.730256,-73.95104,0.9,range_interpolation,237,McGuinness Blvd,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
237 PACIFIC STREET,302,BROOKLYN,40.688704,-73.991395,0.9,range_interpolation,237,Pacific St,,,Brooklyn,NY,Kings County,11201,US,TIGER/Line® dataset from the US Census Bureau
237 WEST 167 STREET,204,BRONX,40.838885,-73.937024,0.7,street_center,,W 167th St,,,New York,NY,New York County,10032,US,TIGER/Line® dataset from the US Census Bureau
237 WEST 167 STREET,204,BRONX,40.838885,-73.937024,0.7,street_center,,W 167th St,,,New York,NY,New York County,10032,US,TIGER/Line® dataset from the US Census Bureau
2371 8 AVENUE,110,MANHATTAN,40.81169,-73.950269,1,range_interpolation,2371,8th Ave,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
2371 8 AVENUE,110,MANHATTAN,40.81169,-73.950269,1,range_interpolation,2371,8th Ave,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
2375A LORILLARD PLACE,206,BRONX,40.856014,-73.889601,0.9,range_interpolation,2375,Lorillard Pl,,,Bronx,NY,Bronx County,10458,US,TIGER/Line® dataset from the US Census Bureau
238 EAST   52 STREET,317,BROOKLYN,40.756579,-73.969263,1,range_interpolation,238,E 52nd St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
238 EAST   52 STREET,317,BROOKLYN,40.756579,-73.969263,1,range_interpolation,238,E 52nd St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
238 GREENE AVENUE,302,BROOKLYN,40.68705,-73.961808,0.9,range_interpolation,238,Greene Ave,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
238 TOMPKINS AVENUE,303,BROOKLYN,40.725492,-73.98375,0.66,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
2384 ATLANTIC AVENUE,316,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2384 ATLANTIC AVENUE,316,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2384 ATLANTIC AVENUE,NA,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2385 TIEBOUT AVENUE,205,BRONX,40.858811,-73.896068,0.9,range_interpolation,2385,Tiebout Ave,,,Bronx,NY,Bronx County,10458,US,TIGER/Line® dataset from the US Census Bureau
239 EAST   28 STREET,317,BROOKLYN,40.741358,-73.97915,1,rooftop,239,E 28th St,,,New York,NY,New York County,10016,US,City of New York
239 MARCUS GARVEY BOULEVARD,303,BROOKLYN,40.689593,-73.939207,0.9,rooftop,239,Marcus Garvey Blvd,,,Brooklyn,NY,Kings County,11221,US,City of New York
2390 PITKIN AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2395 PALISADE AVENUE,208,BRONX,40.879352,-73.920996,0.9,rooftop,2395,Palisade Ave,,,Bronx,NY,Bronx County,10463,US,City of New York
2396 ATLANTIC AVENUE,NA,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
24 A WOODWARD AVENUE,405,QUEENS,40.723021,-73.98556,1,rooftop,24,Ave A,,,New York,NY,New York County,10009,US,City of New York
24 BARTLETT STREET,301,BROOKLYN,40.700588,-73.94711,0.9,range_interpolation,24,Bartlett St,,,Brooklyn,NY,Kings County,11206,US,TIGER/Line® dataset from the US Census Bureau
24 BARTLETT STREET,301,BROOKLYN,40.700588,-73.94711,0.9,range_interpolation,24,Bartlett St,,,Brooklyn,NY,Kings County,11206,US,TIGER/Line® dataset from the US Census Bureau
24 EAST  103 STREET,111,MANHATTAN,40.792016,-73.952233,1,range_interpolation,24,E 103rd St,,,New York,NY,New York County,10029,US,TIGER/Line® dataset from the US Census Bureau
24 EAST  103 STREET,111,MANHATTAN,40.792016,-73.952233,1,range_interpolation,24,E 103rd St,,,New York,NY,New York County,10029,US,TIGER/Line® dataset from the US Census Bureau
24 FROST STREET,301,BROOKLYN,40.717635,-73.951342,0.9,range_interpolation,24,Frost St,,,Brooklyn,NY,Kings County,11211,US,TIGER/Line® dataset from the US Census Bureau
24 MIDDLETON STREET,301,BROOKLYN,40.700432,-73.955472,0.9,range_interpolation,24,Middleton St,,,Brooklyn,NY,Kings County,11206,US,TIGER/Line® dataset from the US Census Bureau
24 RICHARDSON STREET,301,BROOKLYN,40.71809,-73.951194,0.9,rooftop,24,Richardson St,,,Brooklyn,NY,Kings County,11211,US,City of New York
24 WILSON AVENUE,304,BROOKLYN,40.725492,-73.98375,0.83,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
240 HUNTINGTON STREET,306,BROOKLYN,40.675481,-73.998488,0.9,range_interpolation,240,Huntington St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
240 WEST  123 STREET,110,MANHATTAN,40.808606,-73.95128,1,range_interpolation,240,W 123rd St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
240 WEST  123 STREET,110,MANHATTAN,40.808606,-73.95128,1,range_interpolation,240,W 123rd St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
240 WEST  123 STREET,110,MANHATTAN,40.808606,-73.95128,1,range_interpolation,240,W 123rd St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
2400 PITKIN AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2406 HOFFMAN STREET,206,BRONX,40.856083,-73.88823,0.9,range_interpolation,2406,Hoffman St,,,Bronx,NY,Bronx County,10458,US,TIGER/Line® dataset from the US Census Bureau
241 EAST  202 STREET,207,BRONX,40.860497,-73.918839,0.6,street_center,,W 202nd St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
241 FRANKLIN AVENUE,303,BROOKLYN,40.691197,-73.957221,0.9,rooftop,241,Franklin Ave,,,Brooklyn,NY,Kings County,11205,US,City of New York
241 HALSEY STREET,303,BROOKLYN,40.682308,-73.944745,0.9,range_interpolation,241,Halsey St,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
2410 LORILLARD PLACE,206,BRONX,40.856577,-73.888921,0.9,range_interpolation,2410,Lorillard Pl,,,Bronx,NY,Bronx County,10458,US,TIGER/Line® dataset from the US Census Bureau
2411 64 STREET,311,BROOKLYN,40.773986,-73.986487,0.6,street_center,,W 64th St,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
2414 CAMBRELENG AVENUE,206,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2415 JEROME AVENUE,207,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2419 JEROME AVENUE,207,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2423 BARKER AVENUE,211,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2428 BRONX PARK EAST,211,BRONX,40.86222,-73.8702,1,place,,,,,East New York,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
243 3 AVENUE,106,MANHATTAN,40.736889,-73.984479,1,range_interpolation,243,3rd Ave,,,New York,NY,New York County,10003,US,TIGER/Line® dataset from the US Census Bureau
243 EAST  202 STREET,207,BRONX,40.860497,-73.918839,0.6,street_center,,W 202nd St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
243 EAST  202 STREET,207,BRONX,40.860497,-73.918839,0.6,street_center,,W 202nd St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
2435 PACIFIC STREET,316,BROOKLYN,40.675188,-73.904736,0.9,range_interpolation,2435,Pacific St,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
2436 WALTON AVENUE,205,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2440 FULTON STREET,316,BROOKLYN,40.677786,-73.904963,0.85,nearest_rooftop_match,2384,Fulton St,,,Brooklyn,NY,Kings County,11233,US,City of New York
245 WEST 34 STREET,105,MANHATTAN,40.751661,-73.991516,1,range_interpolation,245,W 34th St,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
246 54 STREET,307,BROOKLYN,40.764311,-73.983381,0.9,rooftop,246,W 54th St,,,New York,NY,New York County,10019,US,City of New York
246 EAST 83 STREET,108,MANHATTAN,40.776293,-73.954683,1,range_interpolation,246,E 83rd St,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
2461 AMSTERDAM AVENUE,112,MANHATTAN,40.848505,-73.930437,1,range_interpolation,2461,Amsterdam Ave,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
2461 AMSTERDAM AVENUE,112,MANHATTAN,40.848505,-73.930437,1,range_interpolation,2461,Amsterdam Ave,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
2461 HUGHES AVENUE,206,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2463 BROADWAY,107,MANHATTAN,40.791577,-73.97422,1,range_interpolation,2463,Broadway,,,New York,NY,New York County,10025,US,TIGER/Line® dataset from the US Census Bureau
247 18 STREET,NA,BROOKLYN,40.741775,-73.998915,0.9,range_interpolation,247,W 18th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
248 EAST 83 STREET,108,MANHATTAN,40.776274,-73.954649,1,range_interpolation,248,E 83rd St,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
2481 CROTONA AVENUE,206,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2481 CROTONA AVENUE,206,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2484 BEDFORD AVENUE,314,BROOKLYN,40.642931,-73.954712,0.9,range_interpolation,2484,Bedford Ave,,,Brooklyn,NY,Kings County,11226,US,TIGER/Line® dataset from the US Census Bureau
249 EAST   62 STREET,108,MANHATTAN,40.7631,-73.96431,1,range_interpolation,249,E 62nd St,,,New York,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
249 EAST   62 STREET,108,MANHATTAN,40.7631,-73.96431,1,range_interpolation,249,E 62nd St,,,New York,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
249 EVERGREEN AVENUE,304,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
2490 3 AVENUE,201,BRONX,40.766307,-73.963353,0.7,street_center,,3rd Ave,,,The Bronx,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
2491 OCEAN AVENUE,315,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2495 SEDGEWICK AVENUE,207,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
25 GREAT JONES STREET,102,MANHATTAN,40.727075,-73.993585,1,range_interpolation,25,Great Jones St,,,New York,NY,New York County,10012,US,TIGER/Line® dataset from the US Census Bureau
25 JUNIUS STREET,316,BROOKLYN,40.732001,-74.002806,0.95,rooftop,25,Jones St,,,New York,NY,New York County,10014,US,City of New York
25 STEWART AVENUE,301,BROOKLYN,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
25 STEWART AVENUE,NA,BROOKLYN,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
25-14 21 STREET,401,QUEENS,40.740725,-73.991042,0.8,range_interpolation,25,W 21st St,,,New York,NY,New York County,10010,US,TIGER/Line® dataset from the US Census Bureau
25-16 37 AVENUE,NA,QUEENS,40.749724,-73.981969,0.8,nearest_rooftop_match,16,E 37th St,,,New York,NY,New York County,10016,US,City of New York
25-21 BROADWAY,401,QUEENS,40.857619,-73.93121,0.9,nearest_rooftop_match,21,Broadway Ter,,,New York,NY,New York County,10040,US,City of New York
25-23 NEWTOWN AVENUE,401,QUEENS,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
25-25 31 AVENUE,401,QUEENS,40.745783,-73.983891,0.8,nearest_rooftop_match,25,E 31st St,,,New York,NY,New York County,10016,US,City of New York
25-30 124 STREET,407,QUEENS,40.806303,-73.943779,0.8,nearest_rooftop_match,23,W 124th St,,,New York,NY,New York County,10027,US,City of New York
25-34 JACKSON AVENUE,402,QUEENS,40.713002,-73.981023,0.85,nearest_rooftop_match,25,Jackson St,,,New York,NY,New York County,10002,US,City of New York
25-36 JACKSON AVENUE,402,QUEENS,40.713002,-73.981023,0.85,nearest_rooftop_match,25,Jackson St,,,New York,NY,New York County,10002,US,City of New York
25-41 BORDEN AVENUE,402,QUEENS,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
25-62 97 STREET,403,QUEENS,40.787932,-73.953971,0.8,nearest_rooftop_match,24,E 97th St,,,New York,NY,New York County,10029,US,City of New York
25-63 36 STREET,401,QUEENS,40.749203,-73.982136,0.8,nearest_rooftop_match,25,E 36th St,,,New York,NY,New York County,10016,US,City of New York
25-74 34 STREET,401,QUEENS,40.749353,-73.986312,0.8,nearest_rooftop_match,27,W 34th St,,,New York,NY,New York County,10001,US,City of New York
25-76 34 STREET,401,QUEENS,40.749353,-73.986312,0.8,nearest_rooftop_match,27,W 34th St,,,New York,NY,New York County,10001,US,City of New York
250 EAST   83 STREET,108,MANHATTAN,40.776255,-73.954614,1,range_interpolation,250,E 83rd St,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
250 EAST TREMONT AVENUE,205,BRONX,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
250 EUCLID AVENUE,305,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
250 WATER STREET,302,BROOKLYN,40.708235,-74.002404,1,range_interpolation,250,Water St,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
250 WATER STREET,302,BROOKLYN,40.708235,-74.002404,1,range_interpolation,250,Water St,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
250 WEST   49 STREET,105,MANHATTAN,40.761055,-73.985278,1,range_interpolation,250,W 49th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
2500 BARKER AVENUE,211,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2502 NEWKIRK AVENUE,317,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2502-2506 NEWKIRK AVENUE,317,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2505 MCDONALD AVENUE,315,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2508 FOSTER AVENUE,314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
251 EAST   77 STREET,108,MANHATTAN,40.772882,-73.957798,1,range_interpolation,251,E 77th St,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
251 EAST 77 STREET,108,MANHATTAN,40.772882,-73.957798,1,range_interpolation,251,E 77th St,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
2510 WESTCHESTER AVENUE,210,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2519 CRESTON AVENUE,207,BRONX,40.863526,-73.897865,0.9,range_interpolation,2519,Creston Ave,,,Bronx,NY,Bronx County,10468,US,TIGER/Line® dataset from the US Census Bureau
2519 SEDGWICK AVENUE,207,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
252 EAST 72 STREET,108,MANHATTAN,40.769083,-73.959715,1,range_interpolation,252,E 72nd St,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
2520 FOSTER AVENUE,NA,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
253 EMPIRE BOULEVARD,309,BROOKLYN,40.663899,-73.953524,0.9,rooftop,253,Empire Blvd,,,Brooklyn,NY,Kings County,11225,US,City of New York
253 PROSPECT AVENUE,307,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
254 55 STREET,307,BROOKLYN,40.764901,-73.98282,0.9,range_interpolation,254,W 55th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
254 ECHO PLACE,205,BRONX,40.849492,-73.904579,0.9,range_interpolation,254,Echo Pl,,,Bronx,NY,Bronx County,10457,US,TIGER/Line® dataset from the US Census Bureau
254 EUCLID AVENUE,NA,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
255 EAST 39 STREET,106,MANHATTAN,40.748491,-73.974645,1,range_interpolation,255,E 39th St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
255 EAST 39 STREET,106,MANHATTAN,40.748491,-73.974645,1,range_interpolation,255,E 39th St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
255 EAST 39 STREET,106,MANHATTAN,40.748491,-73.974645,1,range_interpolation,255,E 39th St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
255 EAST 39 STREET,106,MANHATTAN,40.748491,-73.974645,1,range_interpolation,255,E 39th St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
255 EAST 39 STREET,106,MANHATTAN,40.748491,-73.974645,1,range_interpolation,255,E 39th St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
255 LORIMER STREET,301,BROOKLYN,40.704277,-73.947688,0.9,range_interpolation,255,Lorimer St,,,Brooklyn,NY,Kings County,11206,US,TIGER/Line® dataset from the US Census Bureau
255 YORK AVENUE,501,STATEN ISLAND,40.761244,-73.957678,0.9,range_interpolation,255,York Ave,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
2556 BRIGGS AVENUE,207,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
256 WINTHROP STREET,309,BROOKLYN,40.656891,-73.951664,0.9,rooftop,256,Winthrop St,,,Brooklyn,NY,Kings County,11225,US,City of New York
256 WINTHROP STREET,309,BROOKLYN,40.656891,-73.951664,0.9,rooftop,256,Winthrop St,,,Brooklyn,NY,Kings County,11225,US,City of New York
2561 UNIVERSITY AVENUE,207,BRONX,40.86742,-73.901997,0.9,range_interpolation,2561,University Ave,,,Bronx,NY,Bronx County,10468,US,TIGER/Line® dataset from the US Census Bureau
257 EAST 71 STREET,108,MANHATTAN,40.768658,-73.959943,1,range_interpolation,257,E 71st St,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
257 JEFFERSON STREET,304,BROOKLYN,40.713444,-74.007133,0.95,rooftop,257,Broadway,,,New York,NY,New York County,10007,US,City of New York
257 PROSPECT AVENUE,307,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
258 ROCKAWAY AVENUE,316,BROOKLYN,40.725492,-73.98375,0.64,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
258 SAINT JAMES PLACE,302,BROOKLYN,40.713637,-73.997753,0.7,street_center,,St James Pl,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
258 WEST  154 STREET,110,MANHATTAN,40.828016,-73.936738,1,range_interpolation,258,W 154th St,,,New York,NY,New York County,10039,US,TIGER/Line® dataset from the US Census Bureau
2586 BAINBRIDGE AVENUE,207,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
259 EAST 71 STREET,108,MANHATTAN,40.768639,-73.959908,1,range_interpolation,259,E 71st St,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
259 HULL STREET,316,BROOKLYN,40.679887,-73.906997,0.9,range_interpolation,259,Hull St,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
2594 FULTON STREET,305,BROOKLYN,40.676878,-73.898475,0.9,nearest_rooftop_match,2598,Fulton St,,,Brooklyn,NY,Kings County,11207,US,City of New York
26 NAGLE AVENUE,112,MANHATTAN,40.859592,-73.931068,1,range_interpolation,26,Nagle Ave,,,New York,NY,New York County,10040,US,TIGER/Line® dataset from the US Census Bureau
26-01 4 STREET,401,QUEENS,40.728423,-73.994028,0.8,nearest_rooftop_match,1,E 4th St,,,New York,NY,New York County,10003,US,City of New York
26-04 JACKSON AVENUE,NA,QUEENS,40.713554,-73.980852,0.85,range_interpolation,26,Jackson St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
26-06 JACKSON AVENUE,402,QUEENS,40.713554,-73.980852,0.85,range_interpolation,26,Jackson St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
26-18 4 STREET,401,QUEENS,40.727473,-73.992584,0.8,nearest_rooftop_match,26,E 4th St,,,New York,NY,New York County,10003,US,City of New York
26-25 4 STREET,401,QUEENS,40.729066,-73.995339,0.8,nearest_rooftop_match,25,W 4th St,,,New York,NY,New York County,10012,US,City of New York
26-25 4 STREET,401,QUEENS,40.729066,-73.995339,0.8,nearest_rooftop_match,25,W 4th St,,,New York,NY,New York County,10012,US,City of New York
26-28 18 STREET,401,QUEENS,40.738712,-73.992481,0.8,range_interpolation,26,W 18th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
26-30 4 STREET,401,QUEENS,40.727473,-73.992584,0.8,nearest_rooftop_match,26,E 4th St,,,New York,NY,New York County,10003,US,City of New York
26-30 4 STREET,401,QUEENS,40.727473,-73.992584,0.8,nearest_rooftop_match,26,E 4th St,,,New York,NY,New York County,10003,US,City of New York
260 ROCKAWAY AVENUE,316,BROOKLYN,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
2602 PITKIN AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2602 PITKINS AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
2605 SNYDER AVENUE,317,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
261 BEDFORD PARK BOULEVARD,207,BRONX,40.870662,-73.886326,0.9,range_interpolation,261,Bedford Park Blvd,,,Bronx,NY,Bronx County,10458,US,TIGER/Line® dataset from the US Census Bureau
261 HULL STREET,316,BROOKLYN,40.679892,-73.906962,0.9,range_interpolation,261,Hull St,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
261 PROSPECT AVENUE,307,BROOKLYN,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
261 WALTON AVENUE,201,BRONX,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
2615 FRONT FARRAGUT ROAD,314,BROOKLYN,40.706008,-74.005498,0.7,street_center,,Front St,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
2618 FULTON STREET,305,BROOKLYN,40.676878,-73.898475,0.88,nearest_rooftop_match,2598,Fulton St,,,Brooklyn,NY,Kings County,11207,US,City of New York
262 17 STREET,307,BROOKLYN,40.741096,-73.999721,0.9,range_interpolation,262,W 17th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
262 5 AVENUE,105,MANHATTAN,40.745149,-73.987211,1,range_interpolation,262,5th Ave,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
262 55 STREET,307,BROOKLYN,40.764972,-73.982944,0.9,range_interpolation,262,W 55th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
262 ROCKAWAY AVENUE,316,BROOKLYN,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
2621 GRAND AVENUE,207,BRONX,40.866814,-73.900467,0.9,range_interpolation,2621,Grand Ave,,,Bronx,NY,Bronx County,10468,US,TIGER/Line® dataset from the US Census Bureau
263 EAST  203 STREET,207,BRONX,40.860858,-73.918573,0.61,nearest_rooftop_match,350,W 203rd St,,,New York,NY,New York County,10034,US,City of New York
263 PORT RICHMOND AVENUE,501,STATEN ISLAND,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
263 PORT RICHMOND AVENUE,501,STATEN ISLAND,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
263 WEIRFIELD STREET,304,BROOKLYN,40.692732,-73.909889,0.9,range_interpolation,263,Weirfield St,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
