"job__","issued_date","expired_date","address","Borough","LOT","Bin","Block","c_b_no","LATITUDE","LONGITUDE","CENSUS_TRACT","geometry","name"
"B00062236-I1",2018-08-07 12:00:00,2019-07-25 12:00:00,"98 MLK PLACE","BROOKLYN",10,3815147,1743,303,0,0,0,list(),NA
"B00500291-I1",2022-04-15 12:00:00,2023-04-15 04:00:00,"106 NORTH    1 STREET","BROOKLYN",19,3062592,2379,301,0,0,0,list(),NA
"X00382406-I1",2020-09-23 12:00:00,2021-09-23 04:00:00,"3101 VILLA AVENUE","BRONX",45,2017632,3321,207,0,0,0,list(),NA
"B08049885-I1",2022-12-06 12:00:00,2023-07-07 04:00:00,"585 ARGYLE ROAD","BROOKLYN",37,3429611,5199,314,0,0,0,list(),NA
"X08014282-I1",2022-10-05 12:00:00,2023-04-01 12:00:00,"205 CANAL STREET WEST","BRONX",28,2094026,2322,201,0,0,0,list(),NA
"M00946012-I1",2023-10-15 12:00:00,2024-10-14 12:00:00,"509 WEST  167 STREET","MANHATTAN",104,1079743,2123,NA,0,0,0,list(),NA
"B00396752-I1",2020-09-17 12:00:00,2021-09-17 04:00:00,"137 FROST STREET","BROOKLYN",35,3068096,2734,301,0,0,0,list(),NA
"M00508181-I1",2021-04-23 12:00:00,2022-04-23 04:00:00,"760 MADISON AVENUE","MANHATTAN",17,1041127,1380,108,0,0,0,list(),NA
"B08046591-I1",2023-05-16 12:00:00,2024-04-25 04:00:00,"272 SCHENECTADY AVENUE","BROOKLYN",35,3429127,1389,308,0,0,0,list(),NA
"Q00783494-I1",2022-08-03 12:00:00,2023-08-03 04:00:00,"138-54 QUEENS BOULEVARD","QUEENS",6,4525622,9644,408,0,0,0,list(),NA
"Q00973959-I1",2023-12-20 12:00:00,2024-09-30 12:00:00,"133-09 37 AVENUE","QUEENS",1,4624392,4970,NA,0,0,0,list(),NA
"M00843059-I1",2023-08-29 12:00:00,2024-03-09 12:00:00,"563 WEST  170 STREET","MANHATTAN",26,1089165,2127,112,0,0,0,list(),NA
"X00835436-I1",2023-02-27 12:00:00,2023-12-19 05:00:00,"2414 CAMBRELENG AVENUE","BRONX",6,2802454,3090,206,0,0,0,list(),NA
"B00922771-I1",2023-09-18 12:00:00,2024-06-30 04:00:00,"134 WAVERLY AVENUE","BROOKLYN",100,3429268,1888,302,0,0,0,list(),NA
"M00775738-I1",2022-09-16 12:00:00,2023-09-16 04:00:00,"428 WEST 19 STREET","MANHATTAN",52,1012562,716,104,0,0,0,list(),NA
"M00103823-I1",2019-03-26 12:00:00,2020-09-30 01:00:00,"511 3 AVENUE","MANHATTAN",2,1020141,915,106,0,0,0,list(),NA
"B00796243-I1",2022-08-23 12:00:00,2023-08-23 04:00:00,"74 PALMETTO STREET","BROOKLYN",19,3823663,3349,304,0,0,0,list(),NA
"B00775509-I1",2022-07-20 12:00:00,2023-07-20 04:00:00,"2700 ATLANTIC AVENUE","BROOKLYN",12,3326746,3689,305,0,0,0,list(),NA
"Q00148571-I1",2019-04-01 12:00:00,2019-09-01 12:00:00,"39-12 104 STREET","QUEENS",86,4044384,1770,403,0,0,0,list(),NA
"B00257316-I1",2019-11-04 12:00:00,2020-02-04 12:00:00,"2926 WEST 25 STREET","BROOKLYN",14,3189535,7053,313,0,0,0,list(),NA
"Q00001772-I1",2017-12-04 12:00:00,2018-01-01 12:00:00,"40-21 27 STREET","QUEENS",16,4004882,405,401,0,0,0,list(),NA
"B00540166-I1",2021-06-18 12:00:00,2021-12-22 12:00:00,"1524 47 STREET","BROOKLYN",15,3128788,5442,312,0,0,0,list(),NA
"B00464590-I1",2021-02-12 12:00:00,2022-02-12 05:00:00,"785 EAST   34 STREET","BROOKLYN",15,3113862,4998,317,0,0,0,list(),NA
"B00010429-I1",2018-07-13 12:00:00,2019-07-13 12:00:00,"8713 4 AVENUE","BROOKLYN",7,3800283,6050,310,0,0,0,list(),NA
"M00429150-I1",2020-11-24 12:00:00,2021-11-24 05:00:00,"155 WEST 29 STREET","MANHATTAN",6,1091717,805,105,0,0,0,list(),NA
"X00570535-I1",2022-10-29 12:00:00,2023-05-30 12:00:00,"3095 VILLA AVENUE","BRONX",48,2017635,3321,207,0,0,0,list(),NA
"B00155463-I1",2020-07-24 12:00:00,2021-07-24 04:00:00,"908 KENT AVENUE","BROOKLYN",31,3054930,1911,303,0,0,0,list(),NA
"M00152456-I1",2019-04-11 12:00:00,2020-10-31 01:00:00,"139 EAST HOUSTON STREET","MANHATTAN",49,1803582,422,103,0,0,0,list(),NA
"B08009204-I1",2022-10-05 12:00:00,2022-10-06 04:00:00,"258 ROCKAWAY AVENUE","BROOKLYN",37,3429202,1448,316,0,0,0,list(),NA
"X00031923-I1",2019-06-27 12:00:00,2020-09-30 01:00:00,"1011 UNION AVENUE","BRONX",35,2004841,2669,203,0,0,0,list(),NA
"B00387678-I1",2021-08-20 12:00:00,2022-08-20 04:00:00,"461 ALABAMA AVENUE","BROOKLYN",6,3804122,3803,305,0,0,0,list(),NA
"X00967103-I1",2023-11-27 12:00:00,2024-08-04 12:00:00,"3052 HULL AVENUE","BRONX",15,2017914,3332,NA,0,0,0,list(),NA
"B00877866-I1",2023-05-24 12:00:00,2024-04-01 04:00:00,"842 LIBERTY AVENUE","BROOKLYN",14,3256553,3992,305,0,0,0,list(),NA
"M00419251-I1",2021-11-08 12:00:00,2022-11-05 11:00:00,"339 5 AVENUE","MANHATTAN",1,1017074,863,105,0,0,0,list(),NA
"X00793854-I1",2022-08-17 12:00:00,2023-06-27 04:00:00,"2078 WALTON AVENUE","BRONX",11,2013950,3178,205,0,0,0,list(),NA
"B00072108-I1",2019-11-08 12:00:00,2020-11-08 05:00:00,"2928 WEST 5 STREET","BROOKLYN",25,3425956,7273,313,0,0,0,list(),NA
"B00411262-I1",2020-10-13 12:00:00,2021-07-20 12:00:00,"2911 ALBEMARLE ROAD","BROOKLYN",46,3117407,5111,317,0,0,0,list(),NA
"B00510538-I1",2022-05-10 12:00:00,2023-05-10 04:00:00,"76 NORTH    8 STREET","BROOKLYN",18,3421793,2317,301,0,0,0,list(),NA
"Q08033588-I1",2022-11-04 12:00:00,2023-11-04 04:00:00,"94-15 SUTPHIN BOULEVARD","QUEENS",1,4624116,9999,412,0,0,0,list(),NA
"B00207342-I1",2021-09-21 12:00:00,2022-09-21 12:00:00,"37 6 AVENUE","BROOKLYN",1,3800502,1128,308,0,0,0,list(),NA
"B00092455-I1",2018-10-26 12:00:00,2019-10-26 12:00:00,"570 FULTON STREET","BROOKLYN",35,3059167,2106,302,0,0,0,list(),NA
"M00896324-I1",2023-08-22 12:00:00,2024-06-30 04:00:00,"168 EAST  111 STREET","MANHATTAN",46,1091701,1638,111,0,0,0,list(),NA
"M00085217-I1",2018-10-17 12:00:00,2018-12-14 12:00:00,"1234 MADISON AVENUE","MANHATTAN",57,1046962,1500,108,0,0,0,list(),NA
"B08034940-I1",2022-11-07 12:00:00,2023-11-07 05:00:00,"50 VARET STREET","BROOKLYN",17,3428565,3113,301,0,0,0,list(),NA
"X00189051-I1",2019-07-11 12:00:00,2021-01-31 12:00:00,"1997 ANTHONY AVENUE","BRONX",27,2115645,2812,205,0,0,0,list(),NA
"X00869487-I1",2023-05-06 12:00:00,2023-07-21 12:00:00,"1047 OGDEN AVENUE","BRONX",25,2130857,2525,204,0,0,0,list(),NA
"M08011249-I1",2023-05-10 12:00:00,2024-03-28 12:00:00,"527 6 AVENUE","MANHATTAN",38,1010646,609,102,0,0,0,list(),NA
"Q00962756-I1",2023-11-15 12:00:00,2024-06-10 12:00:00,"144-04 94 AVENUE","QUEENS",1,4213952,9993,NA,0,0,0,list(),NA
"B00736772-I1",2022-05-16 12:00:00,2023-05-16 04:00:00,"131 CONCORD STREET","BROOKLYN",48,3000185,107,302,0,0,0,list(),NA
"Q00084479-I1",2018-10-05 12:00:00,2019-07-07 12:00:00,"30-05 VERNON BOULEVARD","QUEENS",36,4005521,506,401,0,0,0,list(),NA
"B08006048-I1",2023-06-21 12:00:00,2024-02-04 12:00:00,"1063 FULTON STREET","BROOKLYN",8,3057257,1993,302,0,0,0,list(),NA
"M00303851-I1",2020-07-27 12:00:00,2021-07-27 04:00:00,"58 WEST 39 STREET","MANHATTAN",81,1016018,840,105,0,0,0,list(),NA
"X00879817-I1",2023-05-25 12:00:00,2023-11-19 12:00:00,"1148 WASHINGTON AVENUE","BRONX",22,2001293,2371,203,0,0,0,list(),NA
"Q00498329-I1",2021-04-15 12:00:00,2022-04-15 04:00:00,"38-31 9 STREET","QUEENS",19,4005394,475,401,0,0,0,list(),NA
"Q08045352-I1",2022-12-01 12:00:00,2023-12-01 05:00:00,"11-36 45 ROAD","QUEENS",6,4000460,54,402,0,0,0,list(),NA
"M00963326-I1",2023-11-21 12:00:00,2024-11-21 05:00:00,"433 2 AVENUE","MANHATTAN",32,1019793,905,NA,0,0,0,list(),NA
"X00061756-I1",2018-07-18 12:00:00,2019-07-18 12:00:00,"3500 PARK AVENUE","BRONX",20,2824319,2389,203,0,0,0,list(),NA
"B08004296-I1",2022-09-20 12:00:00,2023-07-21 04:00:00,"491 EVERGREEN AVENUE","BROOKLYN",7,3077007,3368,304,0,0,0,list(),NA
"Q00001662-I1",2018-07-05 12:00:00,2019-07-05 12:00:00,"131-11 FOWLER AVENUE","QUEENS",31,4438149,5076,407,0,0,0,list(),NA
"X08009121-I1",2022-11-18 12:00:00,2023-11-11 05:00:00,"445 EXTERIOR STREET","BRONX",107,2001082,2349,201,0,0,0,list(),NA
"B00280548-I1",2019-12-20 12:00:00,2020-12-20 05:00:00,"1030 MANHATTAN AVENUE","BROOKLYN",4,3064051,2513,301,0,0,0,list(),NA
"B00001343-I1",2018-05-21 12:00:00,2019-04-01 12:00:00,"218 KENT AVENUE","BROOKLYN",3,3062427,2362,301,0,0,0,list(),NA
"B00062379-I1",2018-11-30 12:00:00,2019-11-30 12:00:00,"273 14 STREET","BROOKLYN",71,3023493,1035,306,0,0,0,list(),NA
"Q00692588-I1",2022-03-07 12:00:00,2023-03-07 05:00:00,"144-20 LIBERTY AVENUE","QUEENS",6,4214787,10043,412,0,0,0,list(),NA
"B00324096-I1",2020-03-02 12:00:00,2021-03-02 05:00:00,"116 NEW JERSEY AVENUE","BROOKLYN",25,3428635,3670,305,0,0,0,list(),NA
"M00804557-I1",2023-01-09 12:00:00,2023-09-30 12:00:00,"1022 3 AVENUE","MANHATTAN",39,1041929,1395,108,0,0,0,list(),NA
"Q00850527-I1",2023-04-03 12:00:00,2024-01-06 05:00:00,"22-25 NEW HAVEN AVENUE","QUEENS",61,4829318,15762,414,0,0,0,list(),NA
"Q08047850-I1",2023-07-14 12:00:00,2024-05-26 04:00:00,"133-25 37 AVENUE","QUEENS",11,4112220,4970,407,0,0,0,list(),NA
"M00804564-I1",2023-01-04 12:00:00,2023-09-30 12:00:00,"1026 3 AVENUE","MANHATTAN",39,1041930,1395,108,0,0,0,list(),NA
"X00015288-I1",2018-01-31 12:00:00,2018-04-11 12:00:00,"643 EAST TREMONT AVENUE","BRONX",2,2808200,3079,206,0,0,0,list(),NA
"Q08037010-I1",2022-11-20 12:00:00,2023-11-03 12:00:00,"53-20 90 STREET","QUEENS",34,4045343,1839,404,0,0,0,list(),NA
"X00133811-I1",2019-02-22 12:00:00,2020-02-22 12:00:00,"2490 3 AVENUE","BRONX",19,2000779,2318,201,0,0,0,list(),NA
"Q00715037-I1",2023-04-10 12:00:00,2024-03-31 12:00:00,"1605 VILLAGE LANE","QUEENS",112,4624528,15537,414,0,0,0,list(),NA
"M00178504-I1",2019-06-12 12:00:00,2019-09-30 12:00:00,"50 VANDAM STREET","MANHATTAN",60,1009743,579,102,0,0,0,list(),NA
"M08031356-I1",2023-10-30 12:00:00,2024-10-30 12:00:00,"212 WEST  124 STREET","MANHATTAN",158,1091646,1929,110,0,0,0,list(),NA
"Q00719434-I1",2023-04-19 12:00:00,2024-04-19 04:00:00,"11-11 BROADWAY","QUEENS",46,4005449,502,401,0,0,0,list(),NA
"X08040588-I1",2023-01-13 12:00:00,2023-06-30 04:00:00,"2136 CROTONA PARKWAY","BRONX",37,2013102,3119,206,0,0,0,list(),NA
"M00417612-I1",2021-10-21 12:00:00,2022-10-21 04:00:00,"120 LEXINGTON AVENUE","MANHATTAN",17,1082101,884,105,0,0,0,list(),NA
"Q00302036-I1",2020-01-24 12:00:00,2020-12-11 05:00:00,"43-46 39 PLACE","QUEENS",44,4605192,191,402,0,0,0,list(),NA
"B00897601-I1",2024-01-09 12:00:00,2024-11-19 12:00:00,"334 BEDFORD AVENUE","BROOKLYN",25,3063099,2417,301,0,0,0,list(),NA
"M00015576-I1",2018-02-16 12:00:00,2018-08-04 12:00:00,"356 EAST 78 STREET","MANHATTAN",30,1080482,1452,108,0,0,0,list(),NA
"B00389153-I1",2020-08-26 12:00:00,2020-12-22 12:00:00,"952 BEDFORD AVENUE","BROOKLYN",49,3055245,1928,303,0,0,0,list(),NA
"M00167235-I1",2022-04-01 12:00:00,2023-04-01 04:00:00,"9 EAST 75 STREET","MANHATTAN",10,1041687,1390,108,0,0,0,list(),NA
"Q07997067-I1",2022-09-01 12:00:00,2023-09-01 04:00:00,"93-54 QUEENS BOULEVARD","QUEENS",110,4072036,3078,406,0,0,0,list(),NA
"X00095221-I1",2018-11-05 12:00:00,2019-11-05 12:00:00,"999 CO-OP CITY BOULEVARD","BRONX",120,2820397,5141,210,0,0,0,list(),NA
"B08022161-I1",2022-10-19 12:00:00,2023-10-19 12:00:00,"2715 FULTON STREET","BROOKLYN",48,3083145,3662,305,0,0,0,list(),NA
"M00186301-I1",2019-07-15 12:00:00,2020-08-06 12:00:00,"4271 BROADWAY","MANHATTAN",93,1064414,2180,112,0,0,0,list(),NA
"X00101281-I1",2018-11-20 12:00:00,2019-11-20 12:00:00,"612 EAST 179 STREET","BRONX",76,2011982,3068,206,0,0,0,list(),NA
"M00934800-I1",2023-09-22 12:00:00,2024-09-22 04:00:00,"170 WEST 48 STREET","MANHATTAN",64,1022687,1000,NA,0,0,0,list(),NA
"B00300643-I1",2020-01-22 12:00:00,2020-12-07 05:00:00,"105 ROGERS AVENUE","BROOKLYN",7,3031191,1233,308,0,0,0,list(),NA
"M00261247-I1",2019-11-08 12:00:00,2020-02-04 12:00:00,"2461 AMSTERDAM AVENUE","MANHATTAN",8,1063577,2149,112,0,0,0,list(),NA
"B00024043-I1",2018-03-27 12:00:00,2018-06-14 12:00:00,"85 WYTHE AVENUE","BROOKLYN",4,3061597,2296,301,0,0,0,list(),NA
"B00004387-I1",2018-01-12 12:00:00,2018-04-15 12:00:00,"275 SKILLMAN STREET","BROOKLYN",5,3055418,1942,303,0,0,0,list(),NA
"B00750492-I1",2022-06-20 12:00:00,2023-06-20 04:00:00,"30 SKILLMAN AVENUE","BROOKLYN",19,3068493,2751,301,0,0,0,list(),NA
"M08011105-I1",2023-09-29 12:00:00,2024-06-18 12:00:00,"410 WEST   49 STREET","MANHATTAN",38,1806525,1058,104,0,0,0,list(),NA
"X00733021-I1",2022-05-06 12:00:00,2023-01-01 05:00:00,"1956 JEROME AVENUE","BRONX",22,2130903,2853,205,0,0,0,list(),NA
"B00838610-I1",2023-03-15 12:00:00,2024-03-15 04:00:00,"66 SOUTH    6 STREET","BROOKLYN",11,3063655,2470,301,0,0,0,list(),NA
"B00074648-I1",2022-03-25 12:00:00,2023-03-25 04:00:00,"116 WAVERLY AVENUE","BROOKLYN",80,3830522,1888,302,0,0,0,list(),NA
"M00450580-I1",2022-01-11 12:00:00,2022-09-30 12:00:00,"417 PARK AVENUE","MANHATTAN",69,1036494,1309,105,0,0,0,list(),NA
"X00989959-I1",2024-01-17 12:00:00,2024-06-27 12:00:00,"3165 VILLA AVENUE","BRONX",44,2017657,3322,207,0,0,0,list(),NA
"M00902260-I1",2023-07-24 12:00:00,2024-05-26 04:00:00,"21 WEST 17 STREET","MANHATTAN",26,1015414,819,105,0,0,0,list(),NA
"Q08021084-I1",2022-10-18 12:00:00,2023-06-27 04:00:00,"88-36 139 STREET","QUEENS",33,4623670,9620,412,0,0,0,list(),NA
"B00176472-I1",2019-06-06 12:00:00,2020-12-31 12:00:00,"394 GATES AVENUE","BROOKLYN",8,3051099,1813,303,0,0,0,list(),NA
"M00935665-I1",2023-09-19 12:00:00,2024-07-19 04:00:00,"126 HESTER STREET","MANHATTAN",19,1091754,303,NA,0,0,0,list(),NA
"B00804007-I1",2024-01-29 12:00:00,2025-01-27 12:00:00,"1102 BANNER AVENUE","BROOKLYN",58,3247963,8810,315,0,0,0,list(),NA
"Q00014969-I1",2018-02-01 12:00:00,2018-09-19 12:00:00,"97-19 64 ROAD","QUEENS",36,4050476,2091,406,0,0,0,list(),NA
"M00136473-I1",2019-03-19 12:00:00,2020-02-21 12:00:00,"111 EAST 79 STREET","MANHATTAN",5,1047462,1508,108,0,0,0,list(),NA
"M00271873-I1",2019-12-03 12:00:00,2020-07-20 12:00:00,"164 WEST 225 STREET","MANHATTAN",68,1064530,2215,208,0,0,0,list(),NA
"B00001289-I1",2018-02-28 12:00:00,2019-02-01 12:00:00,"148 39 STREET","BROOKLYN",1,3337108,706,307,0,0,0,list(),NA
"M00404073-I1",2020-09-25 12:00:00,2021-09-25 04:00:00,"167 EAST 124 STREET","MANHATTAN",27,1054464,1773,111,0,0,0,list(),NA
"X00796003-I1",2023-05-11 12:00:00,2024-05-11 04:00:00,"1302 EDWARD L GRANT HIGHWAY","BRONX",61,2128343,2871,204,0,0,0,list(),NA
"Q00849893-I1",2023-04-03 12:00:00,2024-04-03 04:00:00,"136-15 ROOSEVELT AVENUE","QUEENS",79,4623102,4980,407,0,0,0,list(),NA
"B00001915-I1",2017-11-08 12:00:00,2017-12-31 12:00:00,"286 ASHLAND PLACE","BROOKLYN",3,3424445,2110,302,0,0,0,list(),NA
"B00049919-I1",2019-07-30 12:00:00,2021-01-31 12:00:00,"1711 CONEY ISLAND AVENUE","BROOKLYN",56,3180776,6740,314,0,0,0,list(),NA
"Q00058703-I1",2018-07-05 12:00:00,2019-06-27 12:00:00,"38-19 9 STREET","QUEENS",26,4005397,475,401,0,0,0,list(),NA
"B00880079-I1",2023-06-10 12:00:00,2024-06-10 04:00:00,"1652 42 STREET","BROOKLYN",26,3429383,5380,312,0,0,0,list(),NA
"B00136342-I1",2019-03-04 12:00:00,2020-03-04 12:00:00,"50 PENNSYLVANIA AVENUE","BROOKLYN",22,3083274,3669,305,0,0,0,list(),NA
"B00886356-I1",2023-06-21 12:00:00,2024-01-01 05:00:00,"510 GATES AVENUE","BROOKLYN",23,3051169,1814,303,0,0,0,list(),NA
"Q00455227-I1",2021-02-09 12:00:00,2021-07-26 04:00:00,"16 NOEL ROAD","QUEENS",13,4442158,15453,414,0,0,0,list(),NA
"B08015172-I1",2023-11-16 12:00:00,2024-01-12 12:00:00,"5012 20 AVENUE","BROOKLYN",43,3428672,5462,312,0,0,0,list(),NA
"B00801558-I1",2023-03-13 12:00:00,2024-03-13 04:00:00,"1366 EAST NEW YORK AVENUE","BROOKLYN",9,3391486,3493,316,0,0,0,list(),NA
"Q00405720-I1",2020-10-08 12:00:00,2020-10-18 12:00:00,"46-11 QUEENS BOULEVARD","QUEENS",51,4619732,141,402,0,0,0,list(),NA
"B00894623-I1",2023-06-23 12:00:00,2023-12-09 05:00:00,"820 60 STREET","BROOKLYN",14,3141157,5714,312,0,0,0,list(),NA
"B00335338-I1",2020-03-27 12:00:00,2021-03-27 04:00:00,"1202 BEDFORD AVENUE","BROOKLYN",31,3350166,1996,303,0,0,0,list(),NA
"M00222547-I1",2019-09-10 12:00:00,2020-09-10 04:00:00,"350 WEST 45 STREET","MANHATTAN",55,1806405,1035,104,0,0,0,list(),NA
"B01002209-I1",2024-02-09 12:00:00,2024-11-02 11:00:00,"193 23 STREET","BROOKLYN",68,3426506,646,307,0,0,0,list(),NA
"B00673307-I1",2022-12-13 12:00:00,2023-12-13 05:00:00,"29 HURON STREET","BROOKLYN",1,3428521,2520,301,0,0,0,list(),NA
"X00744128-I1",2022-05-31 12:00:00,2023-05-31 04:00:00,"3056 DECATUR AVENUE","BRONX",19,2130590,3331,207,0,0,0,list(),NA
"B00072568-I1",2018-12-20 12:00:00,2019-12-20 12:00:00,"342 METROPOLITAN AVENUE","BROOKLYN",17,3062489,2368,301,0,0,0,list(),NA
"B00086267-I1",2019-05-06 12:00:00,2020-11-30 12:00:00,"517 BROOKLYN AVENUE","BROOKLYN",1,3426217,1332,309,0,0,0,list(),NA
"M08044307-I1",2022-11-23 12:00:00,2023-03-20 04:00:00,"112 SEAMAN AVENUE","MANHATTAN",112,1091578,2248,112,0,0,0,list(),NA
"M00176609-I1",2019-09-19 12:00:00,2020-09-19 12:00:00,"2463 BROADWAY","MANHATTAN",110,1033607,1239,107,0,0,0,list(),NA
"X00769865-I1",2022-07-23 12:00:00,2023-07-21 04:00:00,"2556 BRIGGS AVENUE","BRONX",21,2801503,3293,207,0,0,0,list(),NA
"B00468990-I1",2021-02-16 12:00:00,2022-02-16 05:00:00,"100 RICHARDSON STREET","BROOKLYN",10,3425948,2733,301,0,0,0,list(),NA
"M00339029-I1",2020-05-05 12:00:00,2021-03-31 12:00:00,"48 EAST 86 STREET","MANHATTAN",53,1046841,1497,108,0,0,0,list(),NA
"B00880332-I1",2023-06-10 12:00:00,2023-12-31 05:00:00,"19 HUDSON AVENUE","BROOKLYN",1,3819133,6,302,0,0,0,list(),NA
"M00813781-I1",2023-02-08 12:00:00,2024-02-08 05:00:00,"4778 BROADWAY","MANHATTAN",10,1091659,2233,112,0,0,0,list(),NA
"M00391876-I1",2020-09-02 12:00:00,2021-09-02 04:00:00,"52 EAST 126 STREET","MANHATTAN",46,1054051,1750,111,0,0,0,list(),NA
"Q00002257-I1",2017-11-13 12:00:00,2017-12-31 12:00:00,"136-20 BOOTH MEMORIAL AVENUE","QUEENS",10,4864406,6371,407,0,0,0,list(),NA
"B00564635-I1",2021-07-27 12:00:00,2021-11-03 12:00:00,"688 6 AVENUE","BROOKLYN",35,3017526,897,307,0,0,0,list(),NA
"Q00180605-I1",2019-12-23 12:00:00,2020-12-23 05:00:00,"103-10 NORTHERN BOULEVARD","QUEENS",5,4042617,1718,403,0,0,0,list(),NA
"B00191403-I1",2019-07-31 12:00:00,2021-01-31 12:00:00,"206 MIDDLETON STREET","BROOKLYN",27,3061311,2242,301,0,0,0,list(),NA
"Q00450547-I1",2021-01-13 12:00:00,2022-01-13 05:00:00,"3217 112 STREET","QUEENS",47,4539183,1706,403,0,0,0,list(),NA
"Q00096302-I1",2018-11-14 12:00:00,2019-09-21 12:00:00,"70-50 QUEENS BOULEVARD","QUEENS",40,4056418,2444,402,0,0,0,list(),NA
"Q08050154-I1",2023-01-31 12:00:00,2024-01-31 05:00:00,"94-07 101 AVENUE","QUEENS",38,4623563,9068,409,0,0,0,list(),NA
"B00909503-I1",2023-08-25 12:00:00,2024-08-14 12:00:00,"428 EAST    9 STREET","BROOKLYN",20,3126871,5392,312,0,0,0,list(),NA
"B00931886-I1",2023-09-12 12:00:00,2024-09-12 04:00:00,"75 DUPONT STREET","BROOKLYN",18,3429228,2487,NA,0,0,0,list(),NA
"B00553773-I1",2021-07-23 12:00:00,2022-07-23 04:00:00,"345 FLUSHING AVENUE","BROOKLYN",35,3061370,2260,301,0,0,0,list(),NA
"M00015575-I1",2018-05-04 12:00:00,2018-09-19 12:00:00,"204 AVENUE A","MANHATTAN",6,1005201,406,103,0,0,0,list(),NA
"Q00692273-I1",2022-07-01 12:00:00,2023-07-01 04:00:00,"18-26 REDFERN AVENUE","QUEENS",5,4624475,15528,414,0,0,0,list(),NA
"X00831878-I1",2023-07-14 12:00:00,2024-07-14 04:00:00,"76 WEST  170 STREET","BRONX",125,2003101,2506,204,0,0,0,list(),NA
"B00948396-I1",2023-12-06 12:00:00,2024-09-30 12:00:00,"487 4 AVENUE","BROOKLYN",7,3429247,1028,NA,0,0,0,list(),NA
"B00185918-I1",2019-06-27 12:00:00,2020-12-31 12:00:00,"1256 38 STREET","BROOKLYN",27,3123137,5294,312,0,0,0,list(),NA
"M00035515-I1",2019-04-12 12:00:00,2020-10-31 01:00:00,"65 WEST BROADWAY","MANHATTAN",15,1090818,133,101,0,0,0,list(),NA
"B00765370-I1",2023-01-06 12:00:00,2024-01-06 05:00:00,"6313 FT HAMILTON PARKWAY","BROOKLYN",43,3426055,5736,310,0,0,0,list(),NA
"B00983500-I1",2024-01-04 12:00:00,2024-09-30 12:00:00,"1522 57 STREET","BROOKLYN",15,3131100,5496,312,0,0,0,list(),NA
"M00506874-I1",2022-04-18 12:00:00,2023-04-18 04:00:00,"1081 AMSTERDAM AVENUE","MANHATTAN",1,1090071,1866,109,0,0,0,list(),NA
"M00402649-I1",2022-03-03 12:00:00,2023-03-03 05:00:00,"32 RUTGERS STREET","MANHATTAN",21,1091684,273,103,0,0,0,list(),NA
"B00166668-I1",2019-05-17 12:00:00,2020-02-28 07:00:00,"417 MEEKER AVENUE","BROOKLYN",37,3851461,2724,301,0,0,0,list(),NA
"B00114949-I1",2019-06-26 12:00:00,2020-12-31 12:00:00,"2491 OCEAN AVENUE","BROOKLYN",67,3198342,7325,315,0,0,0,list(),NA
"X08024940-I1",2022-11-02 12:00:00,2023-11-02 04:00:00,"656 EAST  176 STREET","BRONX",34,2130361,2945,206,0,0,0,list(),NA
"X08048491-I1",2023-01-09 12:00:00,2024-01-09 05:00:00,"1616 CROSBY AVENUE","BRONX",13,2046057,4168,210,0,0,0,list(),NA
"B08013503-I1",2022-10-11 12:00:00,2023-10-11 04:00:00,"338 DEVOE STREET","BROOKLYN",12,3338339,2924,301,0,0,0,list(),NA
"S00758008-I1",2022-06-21 12:00:00,2023-03-04 12:00:00,"5 STUYVESANT PLACE","STATEN ISLAND",15,5175958,12,501,0,0,0,list(),NA
"M00275328-I1",2019-12-05 12:00:00,2020-04-05 12:00:00,"205 7 AVENUE","MANHATTAN",81,1014785,797,104,0,0,0,list(),NA
"M00154393-I1",2019-05-10 12:00:00,2020-08-06 12:00:00,"204 EAST 83 STREET","MANHATTAN",144,1048690,1528,108,0,0,0,list(),NA
"X00792121-I1",2022-10-18 12:00:00,2023-10-18 04:00:00,"1436 JESUP AVENUE","BRONX",71,2008660,2872,204,0,0,0,list(),NA
"X00140386-I1",2023-03-02 12:00:00,2024-03-02 05:00:00,"368 EAST 194 STREET","BRONX",30,2016340,3276,207,0,0,0,list(),NA
"B00674666-I1",2022-03-03 12:00:00,2022-05-13 04:00:00,"859 LAFAYETTE AVENUE","BROOKLYN",61,3043367,1605,303,0,0,0,list(),NA
"B00346010-I1",2020-05-19 12:00:00,2021-05-19 04:00:00,"116 15 STREET","BROOKLYN",25,3023856,1046,307,0,0,0,list(),NA
"Q00860433-I1",2023-05-01 12:00:00,2024-04-01 04:00:00,"97-04 SUTPHIN BOULEVARD","QUEENS",6,4214585,10030,412,0,0,0,list(),NA
"B00882442-I1",2023-06-22 12:00:00,2024-01-06 05:00:00,"93 GERRY STREET","BROOKLYN",39,3429313,2266,301,0,0,0,list(),NA
"B00680735-I1",2022-02-15 12:00:00,2023-02-15 05:00:00,"213 26 STREET","BROOKLYN",58,3801520,655,307,0,0,0,list(),NA
"M00010853-I1",2018-12-11 12:00:00,2019-09-30 12:00:00,"505 WEST 43 STREET","MANHATTAN",24,1806360,1072,104,0,0,0,list(),NA
"Q00366277-I1",2021-07-20 12:00:00,2022-03-31 12:00:00,"27-49 JACKSON AVENUE","QUEENS",3,4623504,432,402,0,0,0,list(),NA
"B00038327-I1",2018-05-07 12:00:00,2018-07-25 12:00:00,"253 EMPIRE BOULEVARD","BROOKLYN",1,3337871,1308,309,0,0,0,list(),NA
